title,date,display date,photo url,caption,body,read more url
San Bernardino County's Bachman says authorities have a huge crime scene to process,"February 12, 2013",Feb. 12,,,8:35 p.m. San Bernardino County Sheriff's Department spokeswoman Cindy Bachman says authorities believe that the suspect who exchanged gunfire with sheriff's deputies and allegedly killed one of them was still inside the cabin as it burned to the ground. Bachman said officers have not entered the cabin and have not confirmed that anything is inside. She says reports earlier that a body was found inside are unconfirmed. Bachman calls the scene of the cabin fire a huge crime scene and anticipates authorities to be there most of the night. She does not know when authorities will enter the remains of the cabin. KPCC's Rima Palta says the San Bernardino County sheriff's confirms the burnt cabin was vacant when the suspect barricaded himself inside. (News conference),http://www.scpr.org/news/2013/02/12/35922/update-school-closes-due-dorner/
Fish and Wildlife's Foy outline events of the afternoon,"February 12, 2013",Feb. 12,,,"8:50 p.m. Lt. Patrick Foy of the California Department of Fish and Wildlife says the suspect believed to be Dorner was driving a purple Nissan when he was first seen by wardens, who had to make a U-turn and lost the suspect when he turned onto Glass Road. Foy says the suspect then carjacked a white pickup truck and was again spotted by wardens. At that time the suspect allegedly opened fire and then continued driving until the point where he abandoned the truck. (News conference)",
San Bernardino County's Sheriff's Department release summarizes days events ,"February 12, 2013",Feb. 12,,,"8:59 p.m. The San Bernardino County Sheriff's Department issues the following news release: ""On Tuesday, February 12, 2013 at 12:22 p.m., deputies working the Big Bear area search for Christopher Dorner responded to the 1200 block of Club View Dr. for a reported stolen vehicle. The reporting party said the suspect took their vehicle and described the suspect as looking very similar to Dorner. Deputies immediately began a search on the ground and from the air for the vehicle. The vehicle was located at Hwy 38 and Glass Rd. The suspect fled into the forest and barricaded himself inside a cabin. A short time later there was an exchange of gunfire between law enforcement and the suspect. Two San Bernardino County Sheriff’s deputies were injured during the gunfire and taken to the Loma Linda Hospital. At approximately 2:24 p.m., one of the deputies was pronounced deceased. The deputy wounded in today’s incident has undergone surgery and medical personnel are optimistic as to his recovery. However, it is believed several additional surgeries will be required. A fire erupted in the cabin in which the suspect had barricaded himself. The cabin remains unsafe for investigators to enter and it is unknown when the structure will be deemed safe. It is believed the suspect is inside the cabin. Homicide investigators have responded and are conducting an investigation. A press conference is scheduled for tomorrow at 4:00 p.m. at sheriff's headquarters located at 655 E. Third Street in San Bernardino. (News release)",
Sheriff's Department: charred human remains found,"February 12, 2013",Feb. 12,,,"11:00 p.m. Investigators locate charred human remains within the debris of the burned out cabin, according to a San Bernardino County Sheriff's Department news release. Identification will be attempted through forensic means, according to the release. The Associated Press reports that a California driver's license with the name Christopher Dorner, and other personal items, have been found in the basement of the burned cabin next to the charred body. (News release)",http://www.scpr.org/news/2013/02/13/35928/police-confirm-remains--burned-cabin-christopher-d/
LAPD has news conference to update investigation,"February 13, 2013",Feb. 13,,,"8:00 a.m. LAPD Lt. Andy Neiman says a normal state of police operations has resumed but some protective details remain in place. Regarding the effort to identify charred human remains, Neiman says the department doesn't ask for dental records when an individual is hired. (KPCC)",
Most roads in Big Bear area open to motorists,"February 13, 2013",Feb. 13,,,"8:12 a.m. Hwy. 330 and Hwy. 18 open with no restrictions to motorists, according to a news release from the Big Bear Lake Resort Association. Hwy. 38 is open only to residents of Valley of the Falls, Mountain Home Village and Angeles Oaks, the release states. Residents of these communities must show proper identification. Hwy. 38 remains inaccessible to all other traffic until the ongoing investigation is resolved. (News release)",
Funeral service for slain officer,"February 13, 2013",Feb. 13,http://a.scpr.org/i/15441023da2477bcdd661b9421c5efce/55022-wide.jpg,Photo: Mae Ryan/KPCC,"8:12 a.m. Attendees begin to arrive for funeral services for slain Riverside police officer Michael Crain, the 34-year-old veteran training officer who was killed in an ambush shooting early Thursday. A long list of dignitaries is expected to attend the services at the Grove Community Church in Riverside, including Gov. Jerry Brown. The tributes are scheduled to begin early Wednesday when Riverside officers will accompany Crain’s casket from a Magnolia Avenue mortuary to the Grove Community Church, where a funeral will begin at 10:30 a.m. From the church, a procession will take Crain’s body to Riverside National Cemetery for burial in the afternoon. (KPCC)",
LAPD lifts tactical alert,"February 13, 2013",Feb. 13,,,"10:24 a.m. - The Los Angeles Police Department announced Wednesday morning that it was returning to normal operations and had lifted the tactical alert that had been in place frequently during the manhunt for fugitive murder suspect Christopher Dorner. It’s another indication that authorities strongly believe – but cannot definitely confirm – that Dorner died Tuesday in a fire in a cabin near Big Bear. The LAPD announced it was reducing the number of protective details – from about 40 to a dozen. The details had been providing round-the-clock security for the targets identified on Christopher Dorner’s manifesto, and their families. (KPCC)",http://www.scpr.org/news/2013/02/13/35928/police-confirm-remains--burned-cabin-christopher-d/
Slain San Bernardino County sheriff's detective identified,"February 13, 2013",Feb. 13,,,"12:27 p.m. - The San Bernardino County sheriff's detective killed by Christopher Dorner during Tuesday's firefight in the San Bernardino mountains has been identified by sources as Jeremiah MacKay, a Redlands resident and 1995 Rim of the World graduate. The Inland Empire Emerald Society, where MacKay was a sergeant-at-arms, confirmed the death on their Facebook page. (Daily Bulletin)",http://www.dailybulletin.com/ci_22582192/killed-deputy-identified-jeremiah-mackay
Slain cop’s wife remembers him at funeral service,"February 13, 2013",Feb. 13,,,"1:41 p.m. - Thousands of people gathered Wednesday morning for the funeral of Riverside police officer Michael Crain. He died last week in an ambush. The suspected gunman is former Los Angeles police officer Christopher Dorner. Crain’s wife Regina spoke at the memorial service. She says her husband loved his family time. “When the baby started dancing, I was working and there was a ‘Mommy and Me’ class. It became a ‘Daddy and Me’ class. And I emailed her teacher through all this last few days. And she said it just really stood out in her mind what a loving and devoted father he was to be in a ballet class dancing with this baby.” (KPCC)",http://www.scpr.org/news/2013/02/13/35933/funeral-services-for-riverside-police-officer-mich/
